iter	Passed	Remaining
0	66	331184
1	118	297026
2	162	269993
3	210	263252
4	258	258482
5	316	263738
6	363	259350
7	408	254899
8	452	250869
9	496	247881
10	550	249696
11	604	251203
12	645	247475
13	692	246564
14	742	246788
15	784	244268
16	825	242109
17	873	241757
18	913	239565
19	961	239530
20	1039	246374
21	1082	244882
22	1130	244589
23	1173	243407
24	1215	241958
25	1264	241879
26	1314	242119
27	1363	242165
28	1441	247067
29	1485	246139
30	1531	245486
31	1577	244837
32	1624	244488
33	1669	243869
34	1714	243202
35	1755	242009
36	1796	240987
37	1837	239941
38	1879	239092
39	1923	238519
40	1963	237444
41	2010	237384
42	2080	239781
43	2123	239155
44	2170	239003
45	2215	238571
46	2257	237853
47	2296	236894
48	2341	236604
49	2382	235860
50	2420	234879
51	2474	235454
52	2512	234530
53	2560	234484
54	2605	234291
55	2655	234401
56	2701	234261
57	2745	233898
58	2788	233514
59	2826	232732
60	2872	232606
61	2920	232600
62	2969	232691
63	3022	233141
64	3071	233161
65	3109	232476
66	3152	232134
67	3202	232259
68	3252	232439
69	3295	232068
70	3344	232152
71	3387	231883
72	3436	231918
73	3486	232085
74	3527	231622
75	3564	230945
76	3618	231319
77	3669	231544
78	3721	231807
79	3769	231814
80	3815	231689
81	3869	232082
82	3917	232083
83	3962	231882
84	4006	231671
85	4055	231738
86	4107	231937
87	4151	231726
88	4198	231684
89	4242	231434
90	4285	231171
91	4333	231204
92	4379	231073
93	4417	230578
94	4455	230030
95	4498	229786
96	4543	229635
97	4590	229606
98	4639	229669
99	4683	229478
100	4720	228973
101	4756	228419
102	4805	228486
103	4850	228350
104	4898	228374
105	4939	228078
106	4984	227940
107	5032	227965
108	5078	227878
109	5123	227757
110	5165	227531
111	5209	227340
112	5253	227194
113	5295	226953
114	5343	226997
115	5387	226825
116	5431	226672
117	5475	226533
118	5518	226346
119	5561	226153
120	5609	226189
121	5656	226178
122	5702	226104
123	5750	226110
124	5795	226008
125	5838	225833
126	5876	225484
127	5920	225331
128	5968	225374
129	6012	225249
130	6052	224967
131	6094	224758
132	6136	224571
133	6178	224375
134	6226	224398
135	6265	224069
136	6311	224040
137	6360	224107
138	6404	223988
139	6453	224016
140	6499	223995
141	6546	223968
142	6591	223871
143	6634	223718
144	6685	223834
145	6729	223732
146	6771	223563
147	6818	223542
148	6860	223352
149	6897	223023
150	6944	222991
151	6989	222941
152	7034	222865
153	7082	222859
154	7127	222786
155	7169	222627
156	7214	222552
157	7265	222659
158	7306	222472
159	7348	222288
160	7393	222226
161	7437	222116
162	7475	221825
163	7517	221666
164	7564	221653
165	7607	221545
166	7646	221286
167	7694	221312
168	7736	221164
169	7789	221323
170	7837	221318
171	7878	221140
172	7923	221092
173	7969	221046
174	8009	220830
175	8056	220831
176	8097	220636
177	8169	221303
178	8216	221298
179	8262	221250
180	8309	221231
181	8357	221245
182	8404	221227
183	8451	221199
184	8510	221491
185	8562	221613
186	8610	221615
187	8657	221606
188	8704	221582
189	8753	221604
190	8798	221529
191	8843	221456
192	8889	221414
193	8936	221388
194	8978	221246
195	9027	221264
196	9074	221238
197	9115	221074
198	9165	221118
199	9205	220932
200	9248	220821
201	9295	220786
202	9334	220571
203	9384	220618
204	9426	220486
205	9476	220526
206	9521	220456
207	9569	220465
208	9611	220336
209	9653	220188
210	9690	219939
211	9734	219860
212	9784	219892
213	9825	219731
214	9876	219802
215	9913	219561
216	9958	219508
217	9987	219084
218	10033	219045
219	10075	218917
220	10122	218901
221	10165	218778
222	10205	218628
223	10250	218552
224	10294	218478
225	10339	218408
226	10390	218465
227	10437	218463
228	10483	218412
229	10530	218400
230	10575	218322
231	10615	218174
232	10658	218068
233	10700	217948
234	10746	217907
235	10789	217811
236	10835	217756
237	10878	217670
238	10918	217510
239	10960	217388
240	11000	217233
241	11040	217073
242	11084	216985
243	11126	216870
244	11177	216937
245	11219	216818
246	11265	216775
247	11312	216755
248	11355	216663
249	11403	216665
250	11452	216684
251	11491	216517
252	11540	216527
253	11585	216481
254	11631	216430
255	11675	216368
256	11720	216300
257	11761	216168
258	11805	216107
259	11851	216070
260	11897	216021
261	11941	215951
262	11983	215838
263	12024	215715
264	12068	215634
265	12119	215694
266	12165	215649
267	12212	215625
268	12260	215630
269	12307	215601
270	12354	215583
271	12401	215564
272	12449	215562
273	12491	215454
274	12538	215440
275	12589	215489
276	12635	215436
277	12676	215317
278	12727	215356
279	12775	215366
280	12817	215259
281	12872	215362
282	12915	215265
283	12966	215319
284	13014	215309
285	13057	215222
286	13102	215171
287	13142	215019
288	13182	214886
289	13224	214777
290	13267	214700
291	13312	214640
292	13349	214456
293	13388	214307
294	13431	214226
295	13478	214197
296	13520	214089
297	13566	214059
298	13602	213860
299	13640	213705
300	13679	213556
301	13725	213516
302	13767	213426
303	13809	213326
304	13857	213314
305	13895	213159
306	13938	213073
307	13984	213043
308	14029	212980
309	14077	212973
310	14123	212943
311	14164	212838
312	14205	212716
313	14251	212689
314	14303	212729
315	14352	212744
316	14394	212648
317	14445	212679
318	14491	212642
319	14528	212481
320	14575	212460
321	14617	212368
322	14661	212301
323	14709	212291
324	14750	212181
325	14795	212122
326	14840	212082
327	14884	212007
328	14933	212025
329	14982	212026
330	15025	211941
331	15074	211944
332	15117	211875
333	15156	211737
334	15201	211681
335	15242	211582
336	15282	211457
337	15341	211599
338	15384	211527
339	15429	211480
340	15475	211441
341	15522	211419
342	15560	211271
343	15607	211241
344	15649	211148
345	15695	211119
346	15734	210986
347	15777	210912
348	15811	210712
349	15858	210686
350	15899	210594
351	15944	210537
352	15989	210491
353	16033	210428
354	16072	210296
355	16132	210451
356	16186	210516
357	16226	210405
358	16272	210369
359	16323	210393
360	16369	210355
361	16416	210328
362	16457	210235
363	16502	210178
364	16544	210086
365	16589	210044
366	16631	209957
367	16673	209864
368	16719	209829
369	16766	209807
370	16809	209732
371	16847	209596
372	16895	209583
373	16934	209467
374	16979	209412
375	17030	209433
376	17070	209331
377	17118	209317
378	17169	209337
379	17222	209385
380	17267	209346
381	17316	209338
382	17359	209264
383	17396	209115
384	17437	209025
385	17489	209063
386	17544	209125
387	17590	209088
388	17632	209002
389	17667	208841
390	17714	208810
391	17752	208677
392	17794	208596
393	17838	208538
394	17881	208466
395	17925	208407
396	17973	208392
397	18022	208392
398	18057	208225
399	18102	208178
400	18144	208100
401	18192	208079
402	18240	208069
403	18283	207997
404	18328	207944
405	18365	207810
406	18406	207719
407	18445	207600
408	18480	207444
409	18521	207347
410	18563	207265
411	18610	207240
412	18655	207193
413	18696	207102
414	18738	207027
415	18776	206897
416	18811	206750
417	18856	206704
418	18895	206584
419	18937	206511
420	18977	206405
421	19012	206253
422	19061	206255
423	19104	206179
424	19144	206089
425	19189	206039
426	19229	205944
427	19270	205847
428	19311	205759
429	19348	205631
430	19387	205526
431	19422	205378
432	19470	205360
433	19515	205318
434	19556	205234
435	19595	205127
436	19636	205036
437	19673	204906
438	19719	204877
439	19762	204809
440	19801	204705
441	19843	204630
442	19886	204565
443	19925	204458
444	19965	204368
445	20005	204266
446	20049	204217
447	20082	204057
448	20117	203909
449	20153	203773
450	20192	203672
451	20234	203593
452	20272	203489
453	20314	203409
454	20352	203303
455	20398	203269
456	20439	203192
457	20481	203114
458	20530	203114
459	20573	203052
460	20601	202839
461	20644	202778
462	20685	202699
463	20728	202635
464	20771	202576
465	20803	202413
466	20842	202308
467	20880	202203
468	20924	202147
469	20963	202051
470	21002	201949
471	21036	201808
472	21076	201718
473	21120	201674
474	21160	201581
475	21206	201551
476	21251	201510
477	21292	201434
478	21328	201311
479	21369	201227
480	21415	201197
481	21461	201166
482	21501	201085
483	21539	200976
484	21578	200882
485	21617	200789
486	21659	200719
487	21699	200628
488	21737	200526
489	21774	200414
490	21812	200309
491	21851	200216
492	21897	200188
493	21938	200109
494	21981	200051
495	22021	199965
496	22064	199908
497	22105	199840
498	22143	199734
499	22187	199686
500	22236	199686
501	22279	199624
502	22318	199537
503	22364	199509
504	22409	199465
505	22449	199381
506	22496	199359
507	22533	199254
508	22568	199123
509	22611	199073
510	22652	198998
511	22700	198983
512	22742	198921
513	22785	198859
514	22818	198722
515	22855	198616
516	22895	198531
517	22939	198486
518	22975	198367
519	23016	198295
520	23055	198210
521	23094	198118
522	23134	198038
523	23176	197973
524	23216	197889
525	23258	197832
526	23294	197716
527	23335	197643
528	23377	197583
529	23418	197507
530	23455	197405
531	23494	197322
532	23540	197287
533	23588	197280
534	23626	197180
535	23665	197091
536	23702	196988
537	23743	196924
538	23774	196766
539	23813	196682
540	23850	196578
541	23892	196518
542	23934	196459
543	23977	196407
544	24017	196325
545	24054	196227
546	24098	196179
547	24136	196090
548	24176	196007
549	24218	195950
550	24283	196075
551	24324	196006
552	24368	195959
553	24407	195873
554	24450	195821
555	24490	195750
556	24532	195686
557	24571	195604
558	24612	195538
559	24654	195471
560	24689	195362
561	24729	195287
562	24772	195233
563	24811	195150
564	24852	195081
565	24890	194987
566	24958	195135
567	25002	195089
568	25043	195021
569	25082	194939
570	25122	194863
571	25163	194793
572	25203	194721
573	25246	194671
574	25282	194563
575	25316	194447
576	25357	194374
577	25397	194303
578	25438	194235
579	25481	194182
580	25520	194102
581	25566	194073
582	25611	194039
583	25647	193939
584	25687	193864
585	25731	193823
586	25775	193780
587	25824	193775
588	25871	193752
589	25910	193666
590	25950	193598
591	25990	193523
592	26028	193434
593	26071	193387
594	26119	193375
595	26157	193287
596	26198	193222
597	26248	193218
598	26290	193159
599	26326	193059
600	26369	193014
601	26407	192924
602	26446	192841
603	26485	192768
604	26525	192692
605	26567	192639
606	26610	192584
607	26650	192511
608	26691	192450
609	26725	192335
610	26759	192224
611	26802	192173
612	26840	192090
613	26887	192068
614	26925	191982
615	26972	191959
616	27017	191925
617	27058	191862
618	27099	191799
619	27140	191737
620	27190	191734
621	27242	191747
622	27330	192015
623	27454	192530
624	27507	192554
625	27552	192515
626	27594	192454
627	27640	192429
628	27680	192353
629	27718	192267
630	27756	192181
631	27796	192115
632	27839	192060
633	27880	191996
634	27920	191929
635	27977	191973
636	28025	191957
637	28067	191894
638	28108	191831
639	28144	191732
640	28185	191666
641	28226	191605
642	28266	191534
643	28314	191520
644	28354	191444
645	28398	191405
646	28446	191385
647	28490	191340
648	28537	191320
649	28580	191270
650	28628	191249
651	28677	191242
652	28730	191257
653	28791	191329
654	28870	191518
655	28914	191468
656	28962	191449
657	29004	191396
658	29052	191375
659	29101	191364
660	29146	191324
661	29196	191319
662	29244	191301
663	29286	191246
664	29334	191223
665	29383	191215
666	29430	191184
667	29475	191150
668	29521	191116
669	29561	191044
670	29599	190963
671	29641	190905
672	29683	190846
673	29733	190839
674	29779	190806
675	29825	190777
676	29866	190712
677	29913	190689
678	29965	190696
679	30008	190643
680	30052	190598
681	30094	190539
682	30137	190489
683	30184	190464
684	30233	190450
685	30287	190466
686	30335	190446
687	30379	190401
688	30427	190379
689	30467	190308
690	30506	190235
691	30534	190091
692	30579	190052
693	30624	190013
694	30673	189998
695	30714	189938
696	30757	189886
697	30806	189872
698	30855	189853
699	30899	189811
700	30938	189736
701	30993	189755
702	31036	189704
703	31080	189664
704	31126	189626
705	31167	189566
706	31214	189541
707	31263	189522
708	31309	189488
709	31361	189493
710	31403	189435
711	31444	189375
712	31489	189331
713	31531	189275
714	31598	189372
715	31651	189378
716	31694	189328
717	31744	189318
718	31788	189272
719	31832	189223
720	31872	189159
721	31918	189126
722	31966	189103
723	32091	189533
724	32125	189431
725	32166	189365
726	32208	189306
727	32243	189209
728	32285	189150
729	32334	189137
730	32382	189109
731	32424	189055
732	32471	189027
733	32520	189011
734	32563	188955
735	32606	188902
736	32644	188823
737	32680	188729
738	32718	188651
739	32760	188593
740	32798	188516
741	32844	188482
742	32879	188382
743	32919	188314
744	32960	188251
745	32997	188166
746	33060	188230
747	33110	188217
748	33147	188128
749	33192	188092
750	33237	188049
751	33277	187979
752	33321	187934
753	33367	187904
754	33407	187832
755	33459	187834
756	33500	187772
757	33547	187744
758	33592	187699
759	33639	187674
760	33675	187580
761	33730	187597
762	33774	187554
763	33813	187481
764	33855	187419
765	33895	187356
766	33929	187255
767	33977	187227
768	34023	187197
769	34064	187132
770	34108	187087
771	34149	187026
772	34189	186956
773	34235	186925
774	34275	186858
775	34320	186818
776	34363	186763
777	34401	186690
778	34448	186659
779	34485	186577
780	34521	186487
781	34581	186526
782	34631	186512
783	34680	186495
784	34722	186439
785	34768	186402
786	34811	186355
787	34853	186296
788	34902	186277
789	34950	186255
790	34995	186213
791	35044	186198
792	35087	186145
793	35137	186133
794	35178	186070
795	35222	186023
796	35264	185966
797	35311	185936
798	35358	185908
799	35401	185859
800	35451	185842
801	35494	185793
802	35551	185814
803	35602	185804
804	35641	185736
805	35679	185659
806	35725	185619
807	35771	185585
808	35810	185513
809	35850	185448
810	35892	185395
811	35936	185349
812	35976	185280
813	36030	185285
814	36067	185207
815	36111	185159
816	36151	185093
817	36188	185010
818	36234	184977
819	36285	184968
820	36329	184922
821	36374	184880
822	36417	184831
823	36465	184805
824	36525	184841
825	36575	184828
826	36624	184807
827	36679	184813
828	36725	184778
829	36773	184753
830	36816	184701
831	36876	184736
832	36956	184871
833	37016	184906
834	37073	184921
835	37123	184905
836	37165	184850
837	37222	184866
838	37273	184855
839	37337	184908
840	37389	184904
841	37447	184925
842	37494	184893
843	37534	184825
844	37618	184975
845	37670	184967
846	37716	184930
847	37757	184870
848	37804	184836
849	37849	184792
850	37888	184724
851	37936	184696
852	37982	184659
853	38027	184613
854	38077	184597
855	38131	184597
856	38174	184547
857	38224	184531
858	38277	184526
859	38321	184479
860	38366	184433
861	38418	184426
862	38461	184376
863	38513	184363
864	38561	184338
865	38615	184336
866	38668	184332
867	38724	184343
868	38781	184355
869	38837	184364
870	38892	184370
871	38934	184314
872	38983	184290
873	39026	184238
874	39075	184213
875	39127	184204
876	39170	184148
877	39214	184102
878	39259	184060
879	39303	184013
880	39349	183974
881	39391	183918
882	39440	183893
883	39490	183873
884	39531	183811
885	39583	183799
886	39629	183760
887	39682	183753
888	39729	183719
889	39772	183669
890	39814	183611
891	39862	183583
892	39906	183534
893	39939	183436
894	39978	183366
895	40026	183334
896	40072	183298
897	40122	183275
898	40155	183177
899	40187	183075
900	40227	183012
901	40271	182961
902	40321	182942
903	40356	182852
904	40400	182805
905	40440	182740
906	40476	182659
907	40531	182658
908	40559	182538
909	40601	182483
910	40647	182443
911	40687	182379
912	40725	182304
913	40771	182267
914	40809	182195
915	40855	182153
916	40901	182117
917	40938	182037
918	40975	181959
919	41030	181961
920	41076	181922
921	41118	181866
922	41150	181766
923	41185	181680
924	41234	181656
925	41279	181611
926	41323	181563
927	41363	181501
928	41405	181445
929	41449	181399
930	41485	181314
931	41530	181272
932	41577	181237
933	41619	181183
934	41667	181151
935	41710	181103
936	41752	181046
937	41795	180994
938	41835	180929
939	41880	180886
940	41919	180817
941	41957	180744
942	41999	180689
943	42044	180650
944	42089	180606
945	42131	180551
946	42172	180489
947	42208	180411
948	42258	180388
949	42304	180351
950	42343	180282
951	42381	180212
952	42424	180160
953	42468	180113
954	42518	180089
955	42563	180049
956	42613	180028
957	42658	179986
958	42717	179999
959	42760	179952
960	42796	179871
961	42848	179857
962	42895	179821
963	42942	179789
964	42979	179713
965	43024	179668
966	43077	179658
967	43112	179574
968	43157	179534
969	43200	179483
970	43244	179436
971	43281	179362
972	43322	179301
973	43362	179236
974	43404	179180
975	43442	179111
976	43485	179059
977	43527	179007
978	43564	178931
979	43609	178889
980	43654	178846
981	43688	178756
982	43734	178720
983	43776	178663
984	43816	178602
985	43859	178550
986	43899	178487
987	43943	178441
988	43981	178370
989	44026	178328
990	44067	178272
991	44138	178332
992	44179	178274
993	44234	178271
994	44278	178226
995	44318	178165
996	44366	178133
997	44409	178083
998	44450	178025
999	44497	177991
1000	44543	177950
1001	44591	177922
1002	44637	177884
1003	44689	177866
1004	44738	177842
1005	44786	177808
1006	44825	177744
1007	44874	177716
1008	44924	177693
1009	44969	177652
1010	45016	177618
1011	45064	177587
1012	45103	177520
1013	45142	177454
1014	45191	177427
1015	45235	177380
1016	45275	177319
1017	45322	177281
1018	45365	177233
1019	45411	177194
1020	45463	177180
1021	45519	177178
1022	45565	177138
1023	45612	177105
1024	45650	177036
1025	45695	176991
1026	45742	176956
1027	45795	176945
1028	45842	176910
1029	45887	176865
1030	45930	176817
1031	45974	176771
1032	46017	176719
1033	46065	176687
1034	46104	176622
1035	46161	176626
1036	46217	176624
1037	46264	176587
1038	46312	176559
1039	46359	176522
1040	46404	176481
1041	46453	176452
1042	46496	176399
1043	46539	176351
1044	46578	176286
1045	46626	176252
1046	46667	176196
1047	46710	176146
1048	46763	176131
1049	46798	176053
1050	46852	176042
1051	46901	176015
1052	46934	175927
1053	46972	175858
1054	47016	175810
1055	47058	175757
1056	47098	175695
1057	47147	175664
1058	47175	175560
1059	47222	175524
1060	47263	175466
1061	47304	175410
1062	47347	175358
1063	47391	175313
1064	47439	175282
1065	47489	175258
1066	47532	175206
1067	47571	175142
1068	47611	175080
1069	47653	175026
1070	47694	174970
1071	47738	174921
1072	47783	174878
1073	47822	174813
1074	47865	174763
1075	47902	174691
1076	47988	174798
1077	48038	174775
1078	48084	174735
1079	48119	174656
1080	48163	174610
1081	48207	174561
1082	48249	174508
1083	48284	174429
1084	48320	174355
1085	48358	174286
1086	48395	174213
1087	48435	174154
1088	48478	174102
1089	48522	174057
